id,prob,gap,stddev,flip
AK,0.4264600000002857,-0.008178432120832635,0.044174460603400835,false
AL-1,0,-0.27263204435317573,0.046207682048545494,false
AL-4,0,-0.8939372704396945,0.05066448862492899,false
AL-5,0,-0.6524340579880993,0.0489803181335076,false
AL-6,0,-0.43301530664789684,0.04739830222993689,false
AL-7,0.9999999999980838,1.0755301176694492,0.05189487421160879,false
AL-2,0,-0.2559769791705784,0.04608227854006622,false
AL-3,0,-0.23217470007902286,0.0459024657628955,false
AR-1,0,-0.21689193086354613,0.04578664081196214,false
AR-2,0.5835899999999788,0.009238336063501343,0.04418279630374651,true
AR-3,0,-0.7023376927198289,0.0493330441069425,false
AR-4,0.3262200000001855,-0.020000628400584128,0.04426734833553486,false
AZ-2,0.9784799999981817,0.09104562320098877,0.04482149912621573,true
AZ-8,0,-0.6663096656720922,0.049078647335833406,false
AZ-9,0.9999999999980838,0.2199553978465964,0.045809881663117606,false
AZ-3,0.9999899999980838,0.20678565279858316,0.045709886206332574,false
AZ-5,0,-0.29975569475482516,0.04641118302343426,false
AZ-6,0.00001,-0.20542598938410955,0.04569955007087778,false
AZ-7,0.9999999999980838,0.8403508151830624,0.0502956615004359,false
AZ-1,0.999289999998087,0.14403418762979905,0.045230389736878214,false
AZ-4,0,-0.3499184094925794,0.04678520726536408,false
CA-36,0.999949999998084,0.17548876387167298,0.045471372469529474,false
CA-3,0.9994799999980861,0.14629912496144715,0.04524778496667975,false
CA-5,0.9999999999980838,0.8491222175157446,0.05035621858401241,false
CA-6,0.9999999999980838,0.5455894315463662,0.04821644950614417,false
CA-7,0.9868799999981435,0.09973230923265705,0.04488878589902235,false
CA-8,0,-0.26113015635662973,0.04612111556717409,false
CA-9,0.9989999999980883,0.1392145877791543,0.04519335183986312,false
CA-10,0.24091000000010016,-0.031171490348929076,0.044354939749495656,false
CA-11,0.9999999999980838,0.4372856074605358,0.04742959472273512,false
CA-12,0.9999999999980838,0.7568820165287117,0.04971570877173136,false
CA-13,0.9999999999980838,0.8613822432122983,0.050440739027573206,false
CA-14,0.9999999999980838,0.6257266947644269,0.04879049917849264,false
CA-15,0.9999999999980838,0.4879134430310456,0.047799031098008836,false
CA-16,0.9910999999981243,0.10643089743283073,0.04494060413689612,false
CA-17,0.9999999999980838,1.0918069114648412,0.05200373636798655,false
CA-18,0.9999999999980838,0.44689332291983297,0.047499924082532494,false
CA-19,0.9999999999980838,1.0918069114648412,0.05200373636798655,false
CA-20,0.9999999999980838,0.8435864979768517,0.0503180088878556,false
CA-21,0.07318000000000432,-0.06487575479868597,0.04461817489352155,false
CA-22,0,-0.34889444294712196,0.04677760224599646,false
CA-23,0,-0.4049814325740119,0.04719235655347452,false
CA-24,0.9981599999980921,0.1303493222015838,0.04512514422485904,false
CA-25,0,-0.9081930885351588,0.05076215788319018,false
CA-26,0.9956699999981035,0.11843958315224447,0.04503335041295513,false
CA-27,0.9999999999980838,0.27895223204800473,0.04625518060946544,false
CA-28,0.9999999999980838,0.8567573538249822,0.05040887175208629,false
CA-2,0.9999999999980838,0.5916322180976725,0.04854709881938873,false
CA-30,0.9999999999980838,0.4046068932668931,0.0471895989854011,false
CA-31,0.9973699999980957,0.12648180924404434,0.04509535601823906,false
CA-32,0.9999999999980838,0.2849211450501314,0.04629999446948975,false
CA-33,0.9999999999980838,0.27555174157558754,0.04622963072395619,false
CA-34,0.9999999999980838,1.0918069114648412,0.05200373636798655,false
CA-35,0.9999999999980838,1.0918069114648412,0.05200373636798655,false
CA-4,0,-0.9081930885351588,0.05076215788319018,false
CA-37,0.9999999999980838,0.7774336203939414,0.049859130158886364,false
CA-38,0.9999999999980838,0.2736103233251175,0.046215037372180884,false
CA-39,0,-0.2790919438551062,0.046256230044642625,false
CA-40,0.9999999999980838,1.0918069114648412,0.05200373636798655,false
CA-41,0.9999999999980838,0.2246672946509809,0.04584560525443901,false
CA-42,0,-0.22294747604728504,0.045832569550302085,false
CA-43,0.9999999999980838,0.5109429779400658,0.047966138388151315,false
CA-44,0.9999999999980838,0.9583225514404446,0.05110412190545268,false
CA-45,0,-0.21060803740012046,0.045738931388138865,false
CA-46,0.9999999999980838,0.2857815858932155,0.046306450976297486,false
CA-47,0.9999999999980838,0.21159621454425778,0.045746437257015486,false
CA-48,0.00002,-0.190632517580612,0.04558693891520307,false
CA-49,0.0065899999999999,-0.11157419211363638,0.044980350583603265,false
CA-50,0,-0.3321945125747267,0.04665339655943745,false
CA-51,0.9999999999980838,0.4675970273891854,0.04765112425731401,false
CA-52,0.9968899999980979,0.12354432611833968,0.045072717896103565,false
CA-53,0.9999999999980838,0.26853815352801164,0.04617688886279482,false
CA-1,0.0018900000000000043,-0.12879464511364397,0.0451131722161256,false
CA-29,0.9999999999980838,0.5840694634077673,0.04849294278560615,false
CO-2,0.9999999999980838,0.2266693896044299,0.04586077586032607,false
CO-4,0,-0.26268704505280055,0.046132842660124296,false
CO-5,0.010169999999999754,-0.10415283820703107,0.044922988471811,false
CO-6,0.5239600000002502,0.00274599408674836,0.04413171203944855,true
CO-7,0.9999999999980838,0.19326598712350598,0.04560700580699292,false
CO-1,0.9999999999980838,0.46021341214349143,0.047597256453752464,false
CO-3,0.0018400000000000042,-0.13102433691230758,0.04513034128140119,false
CT-3,0.9999999999980838,0.38024783954395,0.04700990663031286,false
CT-4,0.9996499999980853,0.1581650603582014,0.045338808954873085,false
CT-5,0.9997099999980851,0.15674800409919365,0.045327948279807635,false
CT-1,0.9999999999980838,0.3158787672026064,0.04653172806343667,false
