date,mean,mode,probability,iterations,demPopWins,gopPopWins,demMismatch,gopMismatch,demLandslide,gopLandslide,demGains,demLosses,demSupermajority,gopSupermajority
1470846496776,10.404389999994805,3,0.13178999999999103,100000,0.3710200000002303,0.6289799999997697,0.23923000000009847,0,0.030239999999998938,0.1132299999999888,0.7163699999993746,0.2584500000006263,0.00031000000000000016,0.001390000000000003
1470778332624,10.64915999999468,5,0.13650999999999575,100000,0.3748600000002341,0.6251399999997659,0.2383500000000976,0,0.03294999999999942,0.11190999999998931,0.7181399999993665,0.2573100000006343,0.00022,0.0013400000000000029
1470677434435,10.438299999994797,4,0.13628999999999553,100000,0.37151000000023077,0.6284899999997693,0.23522000000009446,0,0.032289999999999215,0.11686999999998739,0.711209999999398,0.2634300000006028,0.00025,0.0016300000000000036
1470597332123,10.495699999994713,3,0.13617999999999542,100000,0.37076000000023,0.62923999999977,0.23458000000009382,0,0.03246999999999927,0.11524999999998801,0.7133699999993882,0.26299000000061257,0.0004300000000000005,0.0014400000000000031
1470504041606,10.461599999994803,3,0.15332000000001256,100000,0.37281000000023207,0.6271899999997679,0.21949000000007873,0,0.039510000000001426,0.132769999999992,0.6874699999995061,0.2889200000004947,0.000630000000000001,0.0028900000000000067
1470421269249,10.30526999999492,3,0.1540600000000133,100000,0.3728200000002321,0.6271799999997679,0.218760000000078,0,0.03919000000000133,0.13571999999999496,0.6828199999995272,0.2930800000004736,0.0005700000000000008,0.003030000000000007
1470330589229,10.613579999994982,4,0.1585600000000178,100000,0.3771300000002364,0.6228699999997636,0.2185700000000778,0,0.04210000000000222,0.13630999999999555,0.686159999999512,0.29033000000048875,0.000630000000000001,0.003460000000000008
1470282174186,10.778649999995054,2,0.16329000000002253,100000,0.3790600000002383,0.6209399999997617,0.215770000000075,0,0.04305000000000251,0.13644999999999569,0.6884599999995016,0.2892100000004992,0.0007300000000000013,0.003380000000000008
1470241906760,10.624429999994959,3,0.16114000000002038,100000,0.37661000000023587,0.6233899999997641,0.2154700000000747,0,0.043100000000002525,0.13722999999999647,0.6847299999995186,0.2923800000004822,0.000630000000000001,0.003350000000000008
1470164181368,10.636669999995036,3,0.1619500000000212,100000,0.376770000000236,0.6232299999997639,0.21482000000007406,0,0.04324000000000257,0.13900999999999825,0.681989999999531,0.2952100000004697,0.0008100000000000015,0.0035000000000000083
1470034800000,10.579399999997207,2,0.1725599999999985,50000,0.376540000000095,0.623459999999905,0.2039799999999863,0,0.0476599999999984,0.1482600000000079,0.6688600000003874,0.3088999999996132,0.0009200000000000011,0.004880000000000011
1469948400000,10.946250000001612,3,0.18667499999998352,40000,0.382449999999962,0.617550000000038,0.19577499999998252,0,0.05509999999999801,0.1576999999999867,0.661100000000289,0.31792499999971063,0.0014500000000000006,0.006224999999999976
1469862000000,10.982975000001659,3,0.1904499999999831,40000,0.38537499999996166,0.6146250000000384,0.1949249999999826,0,0.05449999999999808,0.15559999999998694,0.6633250000002937,0.31509999999970595,0.0018500000000000016,0.00727499999999997
1469775600000,11.376050000002095,3,0.16112499999998633,40000,0.3888249999999613,0.6111750000000387,0.227699999999979,0,0.04097499999999957,0.12012499999999085,0.7120500000003965,0.26437499999960307,0.0006499999999999999,0.0021750000000000007
1469689200000,11.2730000000021,4,0.1586999999999866,40000,0.38734999999996145,0.6126500000000386,0.2286499999999789,0,0.040624999999999606,0.12369999999999046,0.7105500000003934,0.2660749999996062,0.00042500000000000014,0.0022500000000000003
1469602800000,12.148225000002071,3,0.1760749999999847,40000,0.39927499999996013,0.6007250000000399,0.2231999999999795,0,0.04729999999999887,0.11862499999999102,0.7180000000004091,0.2587249999995905,0.0006999999999999998,0.001975000000000002
1469516400000,12.22982500000208,2,0.17639999999998465,40000,0.4022249999999598,0.5977750000000401,0.2258249999999792,0,0.047999999999998794,0.11777499999999111,0.7169750000004069,0.25954999999959266,0.0009249999999999994,0.0025249999999999986
1469430000000,11.701500000001488,2,0.2169249999999802,40000,0.3950999999999606,0.6049000000000394,0.17817499999998446,0,0.06779999999999661,0.16982499999998538,0.648325000000262,0.3333499999997377,0.0031999999999999945,0.010250000000000037
